rank,scats_site,total_volume,months_present,first_month,last_month,avg_monthly_volume,max_monthly_volume,best_month,best_month_volume,percent_of_network,cumulative_volume,cumulative_percent,percentile_band
228,2304,285864401,147,2014-01,2026-04,1944655.79,2236410,2014-10,2236410,0.053034,81985368910,15.210059,Top 5%
229,2440,285695436,147,2014-01,2026-04,1943506.37,2227949,2019-03,2227949,0.053003,82271064346,15.263062,Top 5%
230,529,285549909,147,2014-01,2026-04,1942516.39,3596882,2025-06,3596882,0.052976,82556614255,15.316038,Top 5%
231,4539,285537415,147,2014-01,2026-04,1942431.39,2899479,2017-10,2899479,0.052973,82842151670,15.369011,Top 5%
232,974,285077723,147,2014-01,2026-04,1939304.24,3023560,2016-09,3023560,0.052888,83127229393,15.421899,Top 5%
233,2397,284883761,147,2014-01,2026-04,1937984.77,2277322,2019-08,2277322,0.052852,83412113154,15.474751,Top 5%
234,2432,284300214,147,2014-01,2026-04,1934015.06,2643139,2019-03,2643139,0.052744,83696413368,15.527495,Top 5%
235,4197,284167386,147,2014-01,2026-04,1933111.47,2215404,2016-05,2215404,0.052719,83980580754,15.580214,Top 5%
236,1182,284038392,147,2014-01,2026-04,1932233.96,2281959,2017-10,2281959,0.052695,84264619146,15.632909,Top 5%
237,2828,283748882,143,2014-01,2025-12,1984257.92,2332749,2025-05,2332749,0.052642,84548368028,15.685551,Top 5%
238,3128,283602821,147,2014-01,2026-04,1929270.89,3157096,2019-08,3157096,0.052614,84831970849,15.738165,Top 10%
239,1302,282379243,147,2014-01,2026-04,1920947.23,2390946,2017-05,2390946,0.052387,85114350092,15.790553,Top 10%
240,5273,281529991,147,2014-01,2026-04,1915170.01,2462521,2025-10,2462521,0.05223,85395880083,15.842783,Top 10%
241,2194,281421926,147,2014-01,2026-04,1914434.87,2214754,2025-03,2214754,0.05221,85677302009,15.894993,Top 10%
242,3308,281335297,147,2014-01,2026-04,1913845.56,2553790,2017-05,2553790,0.052194,85958637306,15.947186,Top 10%
243,4046,281249155,147,2014-01,2026-04,1913259.56,4146753,2025-05,4146753,0.052178,86239886461,15.999364,Top 10%
244,2330,281107962,147,2014-01,2026-04,1912299.06,2386928,2019-10,2386928,0.052152,86520994423,16.051516,Top 10%
245,257,280908052,147,2014-01,2026-04,1910939.13,2307650,2023-12,2307650,0.052115,86801902475,16.10363,Top 10%
246,430,280717676,147,2014-01,2026-04,1909644.05,2283384,2019-10,2283384,0.052079,87082620151,16.15571,Top 10%
247,4561,280690434,147,2014-01,2026-04,1909458.73,2542025,2014-08,2542025,0.052074,87363310585,16.207784,Top 10%
248,4881,280574613,147,2014-01,2026-04,1908670.84,2267836,2019-08,2267836,0.052053,87643885198,16.259836,Top 10%
249,4406,280291526,147,2014-01,2026-04,1906745.07,2485959,2017-08,2485959,0.052,87924176724,16.311836,Top 10%
250,3524,280273885,147,2014-01,2026-04,1906625.07,2152800,2016-10,2152800,0.051997,88204450609,16.363833,Top 10%
251,413,279717271,147,2014-01,2026-04,1902838.58,2154497,2019-10,2154497,0.051894,88484167880,16.415727,Top 10%
252,3736,279515835,147,2014-01,2026-04,1901468.27,2273688,2017-03,2273688,0.051856,88763683715,16.467583,Top 10%
253,4551,279125500,147,2014-01,2026-04,1898812.93,2457975,2016-11,2457975,0.051784,89042809215,16.519367,Top 10%
254,2185,279123996,147,2014-01,2026-04,1898802.69,3264680,2025-10,3264680,0.051784,89321933211,16.571151,Top 10%
255,2821,278567154,147,2014-01,2026-04,1895014.65,2373222,2024-05,2373222,0.05168,89600500365,16.622831,Top 10%
256,2860,277945120,147,2014-01,2026-04,1890783.13,2398807,2023-08,2398807,0.051565,89878445485,16.674396,Top 10%
257,5007,277809989,147,2014-01,2026-04,1889863.87,2313844,2026-01,2313844,0.05154,90156255474,16.725935,Top 10%
258,442,277766441,147,2014-01,2026-04,1889567.63,2590657,2026-02,2590657,0.051532,90434021915,16.777467,Top 10%
259,3050,277575845,147,2014-01,2026-04,1888271.05,2226956,2025-10,2226956,0.051496,90711597760,16.828963,Top 10%
260,731,277249061,147,2014-01,2026-04,1886048.03,2436709,2025-10,2436709,0.051436,90988846821,16.880399,Top 10%
261,2149,276985589,147,2014-01,2026-04,1884255.71,2181118,2025-10,2181118,0.051387,91265832410,16.931786,Top 10%
262,3061,276949746,147,2014-01,2026-04,1884011.88,2277571,2024-03,2277571,0.05138,91542782156,16.983166,Top 10%
263,433,276889576,147,2014-01,2026-04,1883602.56,2166799,2019-08,2166799,0.051369,91819671732,17.034535,Top 10%
264,2426,276867487,147,2014-01,2026-04,1883452.29,2243977,2022-03,2243977,0.051365,92096539219,17.0859,Top 10%
265,177,276835424,147,2014-01,2026-04,1883234.18,2197033,2019-10,2197033,0.051359,92373374643,17.137259,Top 10%
266,2638,276700899,147,2014-01,2026-04,1882319.04,2158606,2025-07,2158606,0.051334,92650075542,17.188593,Top 10%
267,2212,276365339,147,2014-01,2026-04,1880036.32,2238148,2014-01,2238148,0.051272,92926440881,17.239865,Top 10%
268,5313,276277186,147,2014-01,2026-04,1879436.64,2742628,2025-10,2742628,0.051255,93202718067,17.29112,Top 10%
269,2191,275853657,147,2014-01,2026-04,1876555.49,2117673,2018-03,2117673,0.051177,93478571724,17.342297,Top 10%
270,2507,275566592,147,2014-01,2026-04,1874602.67,2253686,2025-08,2253686,0.051124,93754138316,17.39342,Top 10%
271,3373,275367803,147,2014-01,2026-04,1873250.36,2291798,2016-12,2291798,0.051087,94029506119,17.444507,Top 10%
272,1529,275339981,145,2014-03,2026-04,1898896.42,2877704,2026-03,2877704,0.051082,94304846100,17.495589,Top 10%
273,4859,275034553,147,2014-01,2026-04,1870983.35,2126760,2017-03,2126760,0.051025,94579880653,17.546613,Top 10%
274,424,274994312,147,2014-01,2026-04,1870709.61,2096299,2017-03,2096299,0.051017,94854874965,17.597631,Top 10%
275,4995,274786525,147,2014-01,2026-04,1869296.09,2267466,2025-10,2267466,0.050979,95129661490,17.64861,Top 10%
276,2334,274690126,147,2014-01,2026-04,1868640.31,2260057,2015-12,2260057,0.050961,95404351616,17.699571,Top 10%
277,2314,274594021,147,2014-01,2026-04,1867986.54,2125415,2017-03,2125415,0.050943,95678945637,17.750514,Top 10%
278,2869,274239252,147,2014-01,2026-04,1865573.14,2492486,2020-03,2492486,0.050877,95953184889,17.801391,Top 10%
279,326,273345265,147,2014-01,2026-04,1859491.6,2170964,2014-12,2170964,0.050711,96226530154,17.852103,Top 10%
280,4421,272994763,147,2014-01,2026-04,1857107.23,2195061,2014-03,2195061,0.050646,96499524917,17.902749,Top 10%
281,6616,272899264,147,2014-01,2026-04,1856457.58,2187383,2021-12,2187383,0.050629,96772424181,17.953378,Top 10%
282,2508,272883401,147,2014-01,2026-04,1856349.67,3657854,2014-12,3657854,0.050626,97045307582,18.004004,Top 10%
283,508,271863695,147,2014-01,2026-04,1849412.89,2712718,2025-08,2712718,0.050437,97317171277,18.05444,Top 10%
284,137,271694953,147,2014-01,2026-04,1848264.99,2252634,2024-12,2252634,0.050405,97588866230,18.104845,Top 10%
285,2155,271446531,147,2014-01,2026-04,1846575.04,2157332,2017-11,2157332,0.050359,97860312761,18.155205,Top 10%
286,575,271357270,147,2014-01,2026-04,1845967.82,2523982,2023-03,2523982,0.050343,98131670031,18.205547,Top 10%
287,133,271176157,147,2014-01,2026-04,1844735.76,2141739,2018-08,2141739,0.050309,98402846188,18.255856,Top 10%
288,2206,271175069,147,2014-01,2026-04,1844728.36,2555397,2017-08,2555397,0.050309,98674021257,18.306165,Top 10%
289,399,270839395,147,2014-01,2026-04,1842444.86,2299287,2019-10,2299287,0.050247,98944860652,18.356412,Top 10%
290,258,269818506,147,2014-01,2026-04,1835500.04,3066277,2025-10,3066277,0.050057,99214679158,18.406469,Top 10%
291,2656,269615956,147,2014-01,2026-04,1834122.15,2535967,2025-03,2535967,0.05002,99484295114,18.456488,Top 10%
292,686,269494208,147,2014-01,2026-04,1833293.93,2555974,2026-03,2555974,0.049997,99753789322,18.506485,Top 10%
293,2658,268020191,147,2014-01,2026-04,1823266.61,2398699,2025-03,2398699,0.049724,100021809513,18.556209,Top 10%
294,2506,267896494,147,2014-01,2026-04,1822425.13,2428810,2019-11,2428810,0.049701,100289706007,18.60591,Top 10%
295,4848,267509065,146,2014-01,2026-04,1832253.87,2185681,2024-05,2185681,0.049629,100557215072,18.655538,Top 10%
296,1900,267504855,130,2014-01,2024-11,2057729.65,2445105,2018-03,2445105,0.049628,100824719927,18.705166,Top 10%
297,5259,267460840,147,2014-01,2026-04,1819461.5,2247325,2019-10,2247325,0.04962,101092180767,18.754786,Top 10%
298,2187,266847563,147,2014-01,2026-04,1815289.54,2107860,2025-10,2107860,0.049506,101359028330,18.804292,Top 10%
299,3171,266186167,147,2014-01,2026-04,1810790.25,2334646,2023-12,2334646,0.049383,101625214497,18.853675,Top 10%
300,2158,265612292,147,2014-01,2026-04,1806886.34,2083369,2022-03,2083369,0.049277,101890826789,18.902952,Top 10%
301,203,265525387,147,2014-01,2026-04,1806295.15,2166243,2017-05,2166243,0.049261,102156352176,18.952213,Top 10%
302,1190,265501425,147,2014-01,2026-04,1806132.14,2323977,2025-11,2323977,0.049256,102421853601,19.001469,Top 10%
303,3112,265212067,147,2014-01,2026-04,1804163.72,2533736,2017-08,2533736,0.049203,102687065668,19.050672,Top 10%
304,2850,265046089,147,2014-01,2026-04,1803034.62,3165982,2024-03,3165982,0.049172,102952111757,19.099843,Top 10%
305,2352,264891347,147,2014-01,2026-04,1801981.95,2193821,2015-12,2193821,0.049143,103217003104,19.148987,Top 10%
306,2162,264532899,147,2014-01,2026-04,1799543.53,2277953,2015-04,2277953,0.049077,103481536003,19.198063,Top 10%
307,325,264532142,147,2014-01,2026-04,1799538.38,2125742,2026-03,2125742,0.049076,103746068145,19.24714,Top 10%
308,3691,264528264,147,2014-01,2026-04,1799512.0,2100785,2018-05,2100785,0.049076,104010596409,19.296215,Top 10%
309,544,264472189,147,2014-01,2026-04,1799130.54,2031425,2019-10,2031425,0.049065,104275068598,19.345281,Top 10%
310,991,264134522,147,2014-01,2026-04,1796833.48,2138708,2017-03,2138708,0.049003,104539203120,19.394283,Top 10%
311,674,263677961,147,2014-01,2026-04,1793727.63,2439885,2016-05,2439885,0.048918,104802881081,19.443201,Top 10%
312,2789,263244083,147,2014-01,2026-04,1790776.07,2522183,2021-05,2522183,0.048837,105066125164,19.492039,Top 10%
313,3984,263173052,147,2014-01,2026-04,1790292.87,2019891,2019-05,2019891,0.048824,105329298216,19.540863,Top 10%
314,120,263027750,147,2014-01,2026-04,1789304.42,2111806,2019-10,2111806,0.048797,105592325966,19.58966,Top 10%
315,3192,262606349,147,2014-01,2026-04,1786437.75,2021487,2019-05,2021487,0.048719,105854932315,19.638379,Top 10%
316,3002,262558219,147,2014-01,2026-04,1786110.33,2023691,2018-05,2023691,0.04871,106117490534,19.68709,Top 10%
317,619,262542282,147,2014-01,2026-04,1786001.92,2345774,2019-10,2345774,0.048707,106380032816,19.735797,Top 10%
318,4987,262288132,147,2014-01,2026-04,1784273.01,2183440,2017-03,2183440,0.04866,106642320948,19.784457,Top 10%
319,3170,262249825,147,2014-01,2026-04,1784012.41,2284841,2023-01,2284841,0.048653,106904570773,19.83311,Top 10%
320,280,262079987,147,2014-01,2026-04,1782857.05,2509087,2018-10,2509087,0.048622,107166650760,19.881732,Top 10%
321,502,261120634,147,2014-01,2026-04,1776330.84,2167347,2019-10,2167347,0.048444,107427771394,19.930175,Top 10%
322,511,260821726,147,2014-01,2026-04,1774297.46,2440634,2025-10,2440634,0.048388,107688593120,19.978563,Top 10%
323,196,260815192,147,2014-01,2026-04,1774253.01,2596750,2024-10,2596750,0.048387,107949408312,20.02695,Top 10%
324,423,260742484,147,2014-01,2026-04,1773758.39,2105107,2019-10,2105107,0.048373,108210150796,20.075323,Top 10%
325,3616,260353598,147,2014-01,2026-04,1771112.91,2242393,2026-03,2242393,0.048301,108470504394,20.123625,Top 10%
326,441,260201068,147,2014-01,2026-04,1770075.29,3435468,2018-01,3435468,0.048273,108730705462,20.171898,Top 10%
327,393,260189124,147,2014-01,2026-04,1769994.04,1985186,2019-03,1985186,0.048271,108990894586,20.220168,Top 10%
328,332,259726911,147,2014-01,2026-04,1766849.73,2253520,2019-03,2253520,0.048185,109250621497,20.268353,Top 10%
329,893,259532713,147,2014-01,2026-04,1765528.66,2116441,2023-08,2116441,0.048149,109510154210,20.316502,Top 10%
330,2307,259498942,147,2014-01,2026-04,1765298.93,2032470,2014-10,2032470,0.048143,109769653152,20.364645,Top 10%
331,3133,259463639,147,2014-01,2026-04,1765058.77,2054674,2025-05,2054674,0.048136,110029116791,20.412781,Top 10%
332,3514,259051151,147,2014-01,2026-04,1762252.73,2075722,2024-10,2075722,0.04806,110288167942,20.460841,Top 10%
333,569,258684448,147,2014-01,2026-04,1759758.15,2026674,2025-10,2026674,0.047992,110546852390,20.508832,Top 10%
334,4802,258545896,147,2014-01,2026-04,1758815.62,2060525,2014-05,2060525,0.047966,110805398286,20.556798,Top 10%
335,409,258362260,147,2014-01,2026-04,1757566.39,1992844,2017-05,1992844,0.047932,111063760546,20.60473,Top 10%
336,2102,258264532,147,2014-01,2026-04,1756901.58,1955250,2017-03,1955250,0.047914,111322025078,20.652643,Top 10%
337,3132,258026894,147,2014-01,2026-04,1755284.99,2135418,2016-08,2135418,0.04787,111580051972,20.700513,Top 10%
338,1108,257981828,147,2014-01,2026-04,1754978.42,2254372,2019-03,2254372,0.047861,111838033800,20.748374,Top 10%
339,3680,257573541,147,2014-01,2026-04,1752200.96,2041805,2025-08,2041805,0.047785,112095607341,20.79616,Top 10%
340,2763,257210288,147,2014-01,2026-04,1749729.85,2158002,2025-10,2158002,0.047718,112352817629,20.843878,Top 10%
341,464,257202137,147,2014-01,2026-04,1749674.4,4672010,2025-09,4672010,0.047717,112610019766,20.891594,Top 10%
342,418,256672267,147,2014-01,2026-04,1746069.84,1955545,2019-10,1955545,0.047618,112866692033,20.939213,Top 10%
343,3734,256455497,147,2014-01,2026-04,1744595.22,2156827,2017-03,2156827,0.047578,113123147530,20.986791,Top 10%
344,4660,256315231,147,2014-01,2026-04,1743641.03,2016637,2017-03,2016637,0.047552,113379462761,21.034343,Top 10%
345,166,255513274,147,2014-01,2026-04,1738185.54,2213205,2018-03,2213205,0.047403,113634976035,21.081746,Top 10%
346,4218,255271257,146,2014-01,2026-04,1748433.27,2307713,2019-08,2307713,0.047358,113890247292,21.129104,Top 10%
347,1120,255132963,147,2014-01,2026-04,1735598.39,2115956,2025-10,2115956,0.047333,114145380255,21.176437,Top 10%
348,4668,255100087,147,2014-01,2026-04,1735374.74,1985010,2025-10,1985010,0.047327,114400480342,21.223763,Top 10%
349,3058,254910024,147,2014-01,2026-04,1734081.8,2063869,2025-10,2063869,0.047291,114655390366,21.271055,Top 10%
350,3686,254874910,146,2014-01,2026-04,1745718.56,2307137,2014-05,2307137,0.047285,114910265276,21.31834,Top 10%
351,4455,254761584,147,2014-01,2026-04,1733072.0,2450341,2019-08,2450341,0.047264,115165026860,21.365603,Top 10%
352,318,254620023,147,2014-01,2026-04,1732109.0,2142303,2025-12,2142303,0.047238,115419646883,21.412841,Top 10%
353,162,254344384,147,2014-01,2026-04,1730233.9,2021135,2022-03,2021135,0.047186,115673991267,21.460027,Top 10%
354,4782,253828734,147,2014-01,2026-04,1726726.08,2379396,2017-03,2379396,0.047091,115927820001,21.507118,Top 10%
355,411,253678526,147,2014-01,2026-04,1725704.26,2030097,2025-03,2030097,0.047063,116181498527,21.554181,Top 10%
356,631,253161615,147,2014-01,2026-04,1722187.86,2758866,2014-03,2758866,0.046967,116434660142,21.601148,Top 10%
357,170,253134715,147,2014-01,2026-04,1722004.86,1966784,2025-10,1966784,0.046962,116687794857,21.64811,Top 10%
358,375,253124667,147,2014-01,2026-04,1721936.51,2208029,2016-11,2208029,0.04696,116940919524,21.69507,Top 10%
359,2167,252398567,147,2014-01,2026-04,1716997.05,2035176,2025-10,2035176,0.046825,117193318091,21.741895,Top 10%
360,1267,252358211,147,2014-01,2026-04,1716722.52,2073533,2021-03,2073533,0.046818,117445676302,21.788713,Top 10%
361,3054,252271089,147,2014-01,2026-04,1716129.86,1986034,2025-03,1986034,0.046802,117697947391,21.835515,Top 10%
362,2895,251959465,147,2014-01,2026-04,1714009.97,2679231,2025-10,2679231,0.046744,117949906856,21.882259,Top 10%
363,2317,251219797,147,2014-01,2026-04,1708978.21,2100763,2017-03,2100763,0.046607,118201126653,21.928866,Top 10%
364,270,250850340,147,2014-01,2026-04,1706464.9,2918131,2018-02,2918131,0.046538,118451976993,21.975404,Top 10%
365,2400,250650716,147,2014-01,2026-04,1705106.91,2058222,2024-10,2058222,0.046501,118702627709,22.021905,Top 10%
366,4184,250394664,147,2014-01,2026-04,1703365.06,2110310,2016-03,2110310,0.046454,118953022373,22.068358,Top 10%
367,198,250369410,147,2014-01,2026-04,1703193.27,2160268,2017-10,2160268,0.046449,119203391783,22.114807,Top 10%
368,3727,250055414,147,2014-01,2026-04,1701057.24,1960036,2017-03,1960036,0.046391,119453447197,22.161198,Top 10%
369,2609,250015226,147,2014-01,2026-04,1700783.85,1952009,2025-03,1952009,0.046383,119703462423,22.207581,Top 10%
370,2842,249609797,147,2014-01,2026-04,1698025.83,1933582,2018-05,1933582,0.046308,119953072220,22.253889,Top 10%
371,1107,249338908,147,2014-01,2026-04,1696183.05,2036569,2018-03,2036569,0.046258,120202411128,22.300147,Top 10%
372,4268,249338907,147,2014-01,2026-04,1696183.04,1966488,2018-05,1966488,0.046258,120451750035,22.346405,Top 10%
373,4224,249063591,147,2014-01,2026-04,1694310.14,2012459,2015-10,2012459,0.046207,120700813626,22.392612,Top 10%
374,2160,249003761,147,2014-01,2026-04,1693903.14,1954186,2025-03,1954186,0.046196,120949817387,22.438807,Top 10%
375,2313,248590714,147,2014-01,2026-04,1691093.29,1919111,2017-10,1919111,0.046119,121198408101,22.484926,Top 10%
376,3332,248562728,147,2014-01,2026-04,1690902.91,1961891,2019-10,1961891,0.046114,121446970829,22.53104,Top 10%
377,2428,248453892,147,2014-01,2026-04,1690162.53,2055174,2022-03,2055174,0.046094,121695424721,22.577133,Top 10%
378,427,248355677,147,2014-01,2026-04,1689494.4,1941115,2019-10,1941115,0.046075,121943780398,22.623209,Top 10%
379,559,248206807,147,2014-01,2026-04,1688481.68,1999158,2023-10,1999158,0.046048,122191987205,22.669256,Top 10%
380,5013,248198222,147,2014-01,2026-04,1688423.28,1946655,2024-12,1946655,0.046046,122440185427,22.715303,Top 10%
381,2503,247589262,147,2014-01,2026-04,1684280.69,2288512,2024-10,2288512,0.045933,122687774689,22.761236,Top 10%
382,4478,247537516,147,2014-01,2026-04,1683928.68,1985809,2017-03,1985809,0.045924,122935312205,22.807159,Top 10%
383,2008,247062863,147,2014-01,2026-04,1680699.75,2187090,2021-03,2187090,0.045836,123182375068,22.852995,Top 10%
384,3271,246642700,147,2014-01,2026-04,1677841.5,2496475,2024-07,2496475,0.045758,123429017768,22.898752,Top 10%
385,4037,246547439,147,2014-01,2026-04,1677193.46,1937905,2019-10,1937905,0.04574,123675565207,22.944492,Top 10%
386,1397,246266812,147,2014-01,2026-04,1675284.44,2472836,2026-03,2472836,0.045688,123921832019,22.99018,Top 10%
387,853,246096244,147,2014-01,2026-04,1674124.11,2017318,2016-11,2017318,0.045656,124167928263,23.035836,Top 10%
388,134,245576148,147,2014-01,2026-04,1670586.04,1901858,2024-05,1901858,0.04556,124413504411,23.081396,Top 10%
389,3397,245510197,147,2014-01,2026-04,1670137.39,1972706,2019-10,1972706,0.045547,124659014608,23.126943,Top 10%
390,2608,245351715,147,2014-01,2026-04,1669059.29,1997673,2024-12,1997673,0.045518,124904366323,23.172461,Top 10%
391,4181,245216809,147,2014-01,2026-04,1668141.56,2183241,2018-05,2183241,0.045493,125149583132,23.217954,Top 10%
392,4474,245215698,147,2014-01,2026-04,1668134.0,1905273,2019-10,1905273,0.045493,125394798830,23.263447,Top 10%
393,782,245067593,147,2014-01,2026-04,1667126.48,1989981,2023-10,1989981,0.045465,125639866423,23.308913,Top 10%
394,492,245011429,147,2014-01,2026-04,1666744.41,1913026,2014-10,1913026,0.045455,125884877852,23.354368,Top 10%
395,391,244758794,147,2014-01,2026-04,1665025.81,1924201,2019-10,1924201,0.045408,126129636646,23.399776,Top 10%
396,4753,244445011,147,2014-01,2026-04,1662891.23,2030363,2017-03,2030363,0.04535,126374081657,23.445125,Top 10%
397,264,243943110,147,2014-01,2026-04,1659476.94,1964843,2021-03,1964843,0.045257,126618024767,23.490382,Top 10%
398,3560,243936157,147,2014-01,2026-04,1659429.64,1906050,2025-10,1906050,0.045255,126861960924,23.535638,Top 10%
399,169,243847748,147,2014-01,2026-04,1658828.22,2043027,2018-08,2043027,0.045239,127105808672,23.580877,Top 10%
400,3072,243791296,147,2014-01,2026-04,1658444.19,1972256,2014-10,1972256,0.045229,127349599968,23.626105,Top 10%
401,4034,243175063,147,2014-01,2026-04,1654252.13,1940811,2019-03,1940811,0.045114,127592775031,23.671219,Top 10%
402,206,243121045,147,2014-01,2026-04,1653884.66,3582357,2021-03,3582357,0.045104,127835896076,23.716324,Top 10%
403,3777,242731632,147,2014-01,2026-04,1651235.59,1997806,2018-10,1997806,0.045032,128078627708,23.761356,Top 10%
404,3044,242617879,147,2014-01,2026-04,1650461.76,2189180,2017-10,2189180,0.045011,128321245587,23.806366,Top 10%
405,594,242485106,147,2014-01,2026-04,1649558.54,1947650,2024-12,1947650,0.044986,128563730693,23.851353,Top 10%
406,4166,242344589,147,2014-01,2026-04,1648602.65,2061981,2015-06,2061981,0.04496,128806075282,23.896313,Top 10%
407,3722,242265642,147,2014-01,2026-04,1648065.59,1974230,2017-03,1974230,0.044946,129048340924,23.941258,Top 10%
408,3986,242093404,147,2014-01,2026-04,1646893.9,1863851,2026-03,1863851,0.044914,129290434328,23.986172,Top 10%
409,3741,242084105,147,2014-01,2026-04,1646830.65,1900573,2017-10,1900573,0.044912,129532518433,24.031084,Top 10%
410,4370,241866834,147,2014-01,2026-04,1645352.61,2110782,2017-05,2110782,0.044872,129774385267,24.075955,Top 10%
411,2641,241574283,147,2014-01,2026-04,1643362.47,1825777,2020-02,1825777,0.044817,130015959550,24.120773,Top 10%
412,2159,240536731,147,2014-01,2026-04,1636304.29,2404109,2014-07,2404109,0.044625,130256496281,24.165397,Top 10%
413,1220,240317253,147,2014-01,2026-04,1634811.24,2451106,2025-03,2451106,0.044584,130496813534,24.209981,Top 10%
414,2301,240113591,147,2014-01,2026-04,1633425.79,1975556,2017-03,1975556,0.044546,130736927125,24.254528,Top 10%
415,2011,240088258,147,2014-01,2026-04,1633253.46,1958370,2023-03,1958370,0.044542,130977015383,24.299069,Top 10%
416,2612,239861820,147,2014-01,2026-04,1631713.06,1807889,2017-03,1807889,0.0445,131216877203,24.343569,Top 10%
417,5018,239704309,147,2014-01,2026-04,1630641.56,2090529,2026-03,2090529,0.04447,131456581512,24.388039,Top 10%
418,3178,239397353,147,2014-01,2026-04,1628553.42,2281362,2018-03,2281362,0.044413,131695978865,24.432452,Top 10%
419,5015,239390292,147,2014-01,2026-04,1628505.39,1871688,2019-01,1871688,0.044412,131935369157,24.476865,Top 10%
420,2956,239334229,147,2014-01,2026-04,1628124.01,2290393,2019-05,2290393,0.044402,132174703386,24.521266,Top 10%
421,1061,239265865,147,2014-01,2026-04,1627658.95,2004124,2014-10,2004124,0.044389,132413969251,24.565655,Top 10%
422,295,238288191,147,2014-01,2026-04,1621008.1,1922193,2024-05,1922193,0.044208,132652257442,24.609863,Top 10%
423,3051,238220984,147,2014-01,2026-04,1620550.91,1919174,2014-10,1919174,0.044195,132890478426,24.654058,Top 10%
424,2764,238213158,147,2014-01,2026-04,1620497.67,2041132,2025-10,2041132,0.044194,133128691584,24.698252,Top 10%
425,5252,238107131,147,2014-01,2026-04,1619776.4,2031075,2025-10,2031075,0.044174,133366798715,24.742426,Top 10%
426,4566,238078937,147,2014-01,2026-04,1619584.61,2797889,2014-07,2797889,0.044169,133604877652,24.786594,Top 10%
427,3638,237827495,147,2014-01,2026-04,1617874.12,2081993,2024-10,2081993,0.044122,133842705147,24.830717,Top 10%
428,2760,237753949,147,2014-01,2026-04,1617373.8,1892696,2018-05,1892696,0.044108,134080459096,24.874825,Top 10%
429,4517,237686222,147,2014-01,2026-04,1616913.07,1877837,2019-08,1877837,0.044096,134318145318,24.918921,Top 10%
430,4702,237505318,147,2014-01,2026-04,1615682.44,1928838,2017-05,1928838,0.044062,134555650636,24.962983,Top 10%
431,2882,237348637,147,2014-01,2026-04,1614616.58,3001255,2018-05,3001255,0.044033,134792999273,25.007017,Top 10%
432,4526,236840211,147,2014-01,2026-04,1611157.9,2241717,2017-03,2241717,0.043939,135029839484,25.050956,Top 10%
433,2006,236775457,147,2014-01,2026-04,1610717.39,2184393,2018-02,2184393,0.043927,135266614941,25.094883,Top 10%
434,6200,236747175,147,2014-01,2026-04,1610525.0,1807576,2015-12,1807576,0.043922,135503362116,25.138804,Top 10%
435,489,236030665,147,2014-01,2026-04,1605650.78,1907616,2022-03,1907616,0.043789,135739392781,25.182593,Top 10%
436,2824,235922440,146,2014-01,2026-04,1615907.12,2356764,2025-03,2356764,0.043769,135975315221,25.226362,Top 10%
437,5011,235862927,147,2014-01,2026-04,1604509.71,2546242,2025-04,2546242,0.043758,136211178148,25.27012,Top 10%
438,3510,235818688,147,2014-01,2026-04,1604208.76,3881494,2016-02,3881494,0.043749,136446996836,25.313869,Top 10%
439,2512,235794451,147,2014-01,2026-04,1604043.88,2061197,2022-02,2061197,0.043745,136682791287,25.357614,Top 10%
440,291,235345365,147,2014-01,2026-04,1600988.88,3198046,2014-08,3198046,0.043662,136918136652,25.401276,Top 10%
441,5254,235328097,147,2014-01,2026-04,1600871.41,1977953,2025-10,1977953,0.043658,137153464749,25.444934,Top 10%
442,136,234950882,147,2014-01,2026-04,1598305.32,1879028,2025-10,1879028,0.043588,137388415631,25.488523,Top 10%
443,2299,234940977,147,2014-01,2026-04,1598237.94,1945538,2017-05,1945538,0.043587,137623356608,25.532109,Top 10%
444,3694,234899369,147,2014-01,2026-04,1597954.89,2144129,2024-08,2144129,0.043579,137858255977,25.575688,Top 10%
445,4443,234547060,147,2014-01,2026-04,1595558.23,4032004,2018-01,4032004,0.043514,138092803037,25.619202,Top 10%
446,2354,234298954,147,2014-01,2026-04,1593870.44,1954553,2015-12,1954553,0.043468,138327101991,25.662669,Top 10%
447,4239,234081014,147,2014-01,2026-04,1592387.85,2549602,2024-02,2549602,0.043427,138561183005,25.706096,Top 10%
448,2607,233966893,147,2014-01,2026-04,1591611.52,1830759,2019-10,1830759,0.043406,138795149898,25.749502,Top 10%
449,420,233943404,147,2014-01,2026-04,1591451.73,1801389,2019-08,1801389,0.043402,139029093302,25.792904,Top 10%
450,4638,233818666,147,2014-01,2026-04,1590603.17,1898133,2019-10,1898133,0.043378,139262911968,25.836282,Top 10%
451,533,233728185,147,2014-01,2026-04,1589987.65,1911076,2025-11,1911076,0.043362,139496640153,25.879644,Top 10%
452,3232,233695180,147,2014-01,2026-04,1589763.13,2630379,2016-03,2630379,0.043356,139730335333,25.922999,Top 10%
453,1310,233321759,147,2014-01,2026-04,1587222.85,2104734,2019-10,2104734,0.043286,139963657092,25.966286,Top 10%
454,1112,233226509,147,2014-01,2026-04,1586574.89,1878229,2021-03,1878229,0.043269,140196883601,26.009554,Top 10%
455,1001,233038887,147,2014-01,2026-04,1585298.55,2085943,2014-10,2085943,0.043234,140429922488,26.052788,Top 10%
456,369,232896376,147,2014-01,2026-04,1584329.09,2200609,2016-02,2200609,0.043207,140662818864,26.095995,Top 10%
